duration,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,filename,gender_label
4.32,0.06566991143048129,0.04073143762134407,1540.6844802009934,786.9731915942933,2083.502951857426,639.3241306999415,2965.133585394385,1818.0696661784903,-232.3530731201172,120.08056640625,16.505704879760742,9.424842834472656,3.474583148956299,-6.988544464111328,-4.840328216552734,-3.889364242553711,-9.156229972839355,-4.528622627258301,1.238360047340393,-14.57009220123291,-2.759570360183716,common_voice_ko_41105402.mp3,1
10.656009070294784,0.08451201661220044,0.11212968665371038,1561.3106050716672,1542.102140679304,1642.2576767783526,677.1870766859882,2513.544060202206,2619.1635601443863,-393.0961608886719,83.28382110595703,28.36326789855957,13.841300964355469,-16.76873779296875,1.0011624097824097,-8.052461624145508,-3.4750876426696777,-9.229004859924316,-5.328690052032471,-5.908339500427246,-12.456094741821289,-4.784305095672607,common_voice_ko_40952191.mp3,0
3.96,0.09496356451023392,0.07983782615361207,1763.2624151404818,1394.6669993799508,1413.0375372666097,813.4362956367543,3259.5099198190787,2471.6312427782173,-318.4658203125,80.2608642578125,-17.263757705688477,34.44939422607422,-15.072822570800781,10.101515769958496,2.3823890686035156,-15.43421459197998,-10.868440628051758,-7.8651652336120605,-5.709267616271973,-5.7016706466674805,-5.044810771942139,common_voice_ko_37977382.mp3,1
4.716009070294785,0.08577713311887254,0.0665128439326733,1933.2725840001594,973.9824096537294,2038.9342105804203,649.9294044353136,3962.5315946691176,2075.3137817529337,-398.63372802734375,62.155670166015625,-5.774864196777344,10.614641189575195,-20.756141662597656,-20.218996047973633,-12.021767616271973,-12.021711349487305,-14.136041641235352,-7.277933120727539,-12.24211597442627,0.04348320886492729,-14.651663780212402,common_voice_ko_36326823.mp3,0
3.42,0.1365966796875,0.056392210252465665,2795.559674945984,777.9959928891498,3003.9377362441383,415.6370944363998,6580.721468538852,2283.0570227151684,-402.3509521484375,61.02946090698242,2.853591203689575,-3.7547080516815186,9.341376304626465,-11.021894454956055,9.434011459350586,4.932632923126221,6.0328569412231445,-2.1293296813964844,-14.179636001586914,-1.8045159578323364,-2.1610333919525146,common_voice_ko_41341797.mp3,0
2.628027210884354,0.15323893229166666,0.0661347820663487,2953.4212750681486,930.5585262365263,3010.7207115091524,560.1198955617389,6935.296952097039,2396.3900428056736,-422.873046875,64.94393157958984,-0.5217955708503723,-4.202085494995117,2.2148995399475098,-4.978471755981445,3.803225040435791,3.9593043327331543,8.686752319335938,-4.728700160980225,-3.1830811500549316,-2.0222625732421875,-7.330048561096191,common_voice_ko_41342328.mp3,0
4.572018140589569,0.12256107233502538,0.09861203065702205,2140.445912888205,1549.5404761146237,2039.4560215184088,843.675884594941,4028.29391556948,2956.2283677883365,-448.38134765625,94.1990966796875,15.089838981628418,0.7507398724555969,-10.218522071838379,0.5109925270080566,-17.520675659179688,-40.743648529052734,-21.591642379760742,-6.020478248596191,-7.83231258392334,-6.745553016662598,-10.164152145385742,common_voice_ko_36331016.mp3,0
4.716009070294785,0.16145593979779413,0.14696486974446255,2537.51197864262,1902.4175132402577,2178.95707450078,740.6086907500589,4413.673311121323,3185.860950930718,-444.9651184082031,73.2607650756836,33.18366241455078,10.696049690246582,-15.848328590393066,-4.4431376457214355,-16.57688331604004,-41.850948333740234,-19.49899673461914,-9.222221374511719,-8.134092330932617,-8.368000984191895,-9.548696517944336,common_voice_ko_36331017.mp3,0
3.3480272108843536,0.16245285560344827,0.09173328549378171,2918.2154757357903,1259.7217044835759,2749.3844380974056,661.2461131521942,6114.093143857759,2624.0673906543316,-545.8189697265625,56.738868713378906,11.677355766296387,9.016962051391602,1.9459373950958252,-7.42225980758667,0.388702929019928,1.2401202917099,-5.700476169586182,0.7841798663139343,-5.2081780433654785,-6.271440029144287,-0.5723950862884521,common_voice_ko_39610437.mp3,1
3.2040362811791385,0.17620584239130435,0.11564161830595764,2854.6993954744034,1478.5791603487505,2686.229096310729,815.7975710014616,5980.925186820652,3095.516805978412,-338.99749755859375,65.75901794433594,6.635237216949463,7.591612815856934,-2.3152987957000732,-5.353321075439453,1.1128345727920532,2.7611279487609863,-8.759748458862305,-5.175919532775879,-5.217281818389893,-10.455694198608398,4.61707067489624,common_voice_ko_39610438.mp3,1
